place_id,menu_name,menu_tag,description,price,price_raw
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 2.9km,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,광고,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,FARVE HOUSE,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 풍암동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,오늘 휴무,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 43,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 520m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,바리스타래빗,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 금호동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 102,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 370m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,우리동네,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 금호동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 16,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 210m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,룩스커피,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 풍암동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 352,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 530m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,플레이스 플러스,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,라제스 커피로스터스,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 풍암동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 572,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 350m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,오버릿,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 풍암동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 225,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 600m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,소담도담,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 풍암동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 56,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 250m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,카페휘,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,카페서구 금호동,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 22,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 190m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,풍암동커피집,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 풍암동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 34,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 420m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,레파스베이커스 풍암점,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,베이커리서구 풍암동,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 141,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 620m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,커피 프라그란스,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,테이크아웃커피서구 풍암동,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,리뷰 145,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,이 장소에서 170m,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,카페 세일링,사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,"카페,디저트서구 풍암동",사진,,,
1baf3b21-ff47-5b88-989d-ab78b847fe16,영업 중,사진,,,
